,productCode,star,review
57,B09G95MCDT,5,"
Upgraded from an ( iPhone 8 plus)This New iPhone 13 (product red) Looks and feels great!-(CAMERA) The camera quality is outstanding, And the ultra wide lense is an extra bonus when needing to take them Wide angle shots. There is a load of other features on the camera that have yet to be tested.-(Display) - The size is perfect being 6.1‑inch, Making gaming on my phone a possibility if i ever want to do that, It Also makes video viewing perfect, And with the display being almost the entire screen, it Keeps me focused on the video/application, The display is very responsive and just feels much cleaner that my previous 8+- No faults, I have yet to find an issue with this iPhone 13, If i do find myself finding issues with this phone, I'll be sure to edit this review.
"
58,B09G95MCDT,4,"
Decent iPhone with good camera (excellent night time photos)Good battery life and charging time.Only criticism is you need to buy a plug for charging - penny pinching by apple considering the cost price hence the deduction of 1 star in overall rating.I purchased the Anker Nano USB C Plug for charging which works well.
"
59,B09G95MCDT,5,"
Great phone but deffo not worth north of £600 still a good phone jusy poor price but that’s everywhere
"
60,B09G95MCDT,5,"
Can’t expect better than this, upgrading from iPhone 6 to 13
"
61,B09G95MCDT,1,"
Bought an open box deal as a Xmas gift for my daughter. Phone looked ok initially and everything seemed to work except no connection to mobile data so unable to make calls outside of Wi-Fi. Having wasted hours dealing with Amazon, the mobile phone carrier and Apple it transpires the handset has been recorded as lost/stolen so is useless and in effect a paperweight (Apple’s words!!!)I understand an open box deal to mean minor imperfections….not the handset I was sold.So I would be very wary of buying a phone this way as if it has been returned it makes you wonder why. This completely tarnished my daughters Xmas and does not reflect well on Amazon.
"
62,B09G95MCDT,5,"
Battery life is very good last few days depending on how much you use it, camera is first class also
"
63,B09G95MCDT,5,"
Love my new iPhone, been converted to Apple products since early 2000’s.  This phone is no different, easy to use, reliable and a great accessory.However, thought by now battery life would be much more improved and prices would be more affordable, expensive must have. Very happy with product though. 😁
"
64,B09G95MCDT,5,"
It’s just about a month since I’m been using this phone.I like the look and feel of the phone. It’s working fine..also love the red colour .. very happy with my purchase.
"
65,B09G95MCDT,4,"
Nice phone, the pink is very subtle. Used the no interest payment plan which was really great and hard to find unlocked monthly plans for this phone elsewhere.
"
66,B09G95MCDT,5,"
Battery is good
"
67,B09G95MCDT,5,"
Battery life is great 👍, it’s a nice red never had a red phone before, so easy to use and set up, I didn’t get the phone because of the camera I have a camera to take pictures but it’s good to have when you go out, but can’t do too much of that with COVID and the new variant, and it’s 5G I have 5G so thought I would get it, and it’s much lighter than my iPhone 11 so comfortable in my hand, very happy with my new phone
"
68,B09G95MCDT,3,"
Box arrived opened with thin slice along of the one protective stickers. Don’t know why Amazon sends such products, but it clearly false advertising!UPDATE:Had long chat with Amazon, got to resolution with them and decided to try this one out.Phone itself, as well as cable seemed untouched. And phone is working well.So if not for opened box it would be good.As a result of resolution increasing to 3 stars. Kudos Amazon support.
"
69,B09G95MCDT,5,"
Easy to transfer apps/data from previous phone. Excellent cameras
"
70,B09G95MCDT,5,"
Sheeple or advocate, I can’t help it, I like apple products. This is no different, an upgrade for my partners phone, an improved camera, almost a revision back to its earlier design, it’s a nice piece of kit.First time I’ve bought a handset from Amazon, having had a high value item go “AWOL” previously I was impressed by the pin delivery where you have to provide the driver with a code to allow them to handover.
"
71,B09G95MCDT,5,"
Nice phone
"
72,B09G95MCDT,5,"
Great resolution. Superb battery life. The pink colour is really subtle. Very happy with my new iPhone 13.
"
73,B09G95MCDT,2,"
I was forced to upgrade from an ageing iPhone 6s because the battery life had completely died, which I am convinced was almost entirely a function of software. Strange how after every update the battery performance deteriorated.The battery life is good. Pretty much everything else is a big step backwards. There is no fingerprint recognition anymore. It's Face ID. Doesn't work with a facemask which we have to wear these days. Doesn't work with my banking app.They got rid of the home button and have otherwise messed around with the OS. I struggle to access basic features now. You need to flick up or down at just the right place in just the right way rather than just pressing a button.They no longer bother to include a charger, so you need to buy that separately. They got rid of the headphone socket. So you can buy bulky bluetooth earbuds with limited battery life, or pay extra for an adapter, which is what I did.I bought an Apple silicone case. It slightly obstructs the lightning socket to the extent my charger cable won't fit. So every day I need to remove the case to charge it and then put it back on in the morning.On paper the specs are doubtless far superior to my 6s. But in practical terms, before they nixed my battery, the 6s did everything I needed with no fuss. This 13 has lost identifiable features: home button, headphone socket, charger, fingerprint scanner - with no compensation.How long before Apple decides I need to buy another phone and forces an OS update on me that nerfs my battery life?
"
74,B09G95MCDT,5,"
I'm not an Apple user but it was a gift for my mum and she absolutely loves it and I get brownie points. Winners all around :-)
"
75,B09G95MCDT,5,"
No words, the best iPhone
"
76,B09G95MCDT,5,"
Very happy with purchase
"
77,B09G95MCDT,3,"
Am I the only one having sound issues? As I’ve not seen other reviews about this. I usually have to put this on loudspeaker and even after I do, most people complain that they can’t hear me or that the sound is cutting out. Outside Amazon reviews, on Google there were some comments about this, so I’m entirely confused if this is particular to my device or others as well. Anyways I have to return it as there is absolutely no significant difference with the 13 from the 12, or 11 as well.
"
78,B09G95MCDT,5,"
Apple continue to improve their iPhones- this is faster and more user friendly than the XR its replacing
"
79,B09G95MCDT,5,"
Everything  was great
"
80,B09G95MCDT,5,"
Fantastic phone battery life is more than adequate lasts a day without any problems Apple Support as always help me with any issues a ride with any of their products would recommend to anyone
"
81,B09G95MCDT,4,"
I thought phone was faulty but had it set up by a professional it's now brilliant so please ignore my previous
"
82,B09G95MCDT,5,"
Daughter wanted for her birthday, over priced phones but she’s happy 🙂
"
83,B09G95MCDT,5,"
Was time for my upgrade and worked out a lot cheaper buying the phone instead of renewing my contract. Amazon let me pay it in instalments with no interest which was brilliant.
"
84,B09G95MCDT,5,"
This is the second iPhone I’ve bought through Amazon. Great phone quality item at a good price
"
85,B09G95MCDT,5,"
Delighted with my new iPhone 13. I upgraded from an iPhone 8 & the additional functions on my new phone are excellent
"
86,B09G95MCDT,5,"
Nice iPhone smart sleek and lovely
"
87,B09G95MCDT,5,"
Having been with android for awhile I decided to go back to Apple and I’m not disappointed wish I’d of gone back sooner
"
88,B09G95MCDT,2,"
The phone was great and value for money not bad considering trade in value offered for my old iPhone. They rejected the trade-in saying the camera was not working, which is false. I have pictures taken the day before the  old phone was sent off. Beware of Amazon trade inoffers associated with trade ins. Iam receiving the old phone back and will keep as spare.Old phone received back today and camera works fine so they either did not check it or they had no intention of giving a trade in.
"
89,B09G95MCDT,3,"
Okay I’ve had the phone for a few months now but there is this one scratch on the screen that has come from nowhere and even with apples “scratch resistant screen” it makes no difference. My iPhone 6 (phone before this 13) had scratches on the back but nothing on the screen. It’s really sad and you can’t see it but you know it’s there , then you look for it. Fine it. Then you are sad again
"
90,B09G95MCDT,5,"
Arrived next day delivery, easy price plan by dd each month. Really pleased with purchase from this seller. The phone itself is fast, wish that Apple had stuck with touch ID though as if I wear makeup or have hair down it often won’t recognise me.Packaged sympathetically to reduce plastic, no charger just the charging usb cable. The box was also well packaged and product was undamaged, carefully delivered by person to person.
"
91,B09G95MCDT,5,"
good camera
"
92,B09G95MCDT,5,"
Beautiful phone with caring delivery service 📦
"
93,B09G95MCDT,5,"
This is my 5th iPhone (13) and to be honest I wouldn’t buy anything else, yes a little expensive but the IOS system is so intuitive and links seamlessly with all my other Apple devices. Still the best Mobile Phone around.
"
94,B09G95MCDT,5,"
Virtually without a flaw.
"
95,B09G95MCDT,3,"
Be warned you’ll need to purchase a specific plug to charge this phone all because they won’t put a usb on one end of the charge cable ridiculous after such a high cost for phone already “greedy apple corporation” at it again if replacing my own phone ill be checking out competitors for value
"
96,B09G95MCDT,1,"
It is super hot, the battery only can last 4 hours. Compared to my old 4 years old iphone8 which still can last 6 hours for daily use, completely can not acceptable. Need to return it.
"
97,B09G95MCDT,5,"
Tried android. Tried apple mini. Nope thos is all you need. Face recognition never fails. Decent size screen without being overly large and heavy. Lovely dark dark black blue colour too. Almost like midnight! 10/10
"
98,B09G95MCDT,5,"
Love it
"
99,B09G95MCDT,5,"
Went from a 11 to 13 battery life is sooo much better
"
100,B09G95MCDT,5,"
Upgraded from my old Samsung S8. Definitely a must for those with same old phones.
"
101,B09G95MCDT,5,"
looks great and ez to use
"
102,B09G95MCDT,5,"
Good camera, battery life and sleek interface. I can't complain
"
103,B09G95MCDT,5,"
A new upto date new model, without the button that was on my iPhone 7, but getting used to it now, it’s so simple, it’s nice and slim and operates faster than the 7.
"
104,B09G95MCDT,1,"
THIS IS NOT A DUAL SIM PHONE. YOU CANNOT PUT TWO SIM CARDS INTO IT. THIS SINGLE SIM PHONE IS MAINLY SOLD IN HONG KONG.
"
105,B09G95MCDT,5,"
I’m an awld fart this is my first new phone and what a phone it is ….highly recommend . Cracking price with a 6 month payment plan. ….buzzing
"
106,B09G95MCDT,5,"
Amazing phone very fast camera quality is mint
"
107,B09G95MCDT,5,"
It's an iPhone and it's very good but Apple continue to charge a huge premium for more storage,
"
108,B09G95MCDT,1,"
I got this phone and it was defective since the first day. Had to have it repaired and Apple and Amazon would refuse to give me a new terminal
"
109,B09G95MCDT,5,"
Good battery life nice size screen and loads of memory
"
110,B09G95MCDT,5,"
Very good phone so far I’m impressed time will tell bit expensive though easy to use
"
111,B09G95MCDT,5,"
Good value for money as I got 256gb model same price as the 128 gb
"
112,B09G95MCDT,5,"
No need say anythingapple is apple
"
113,B09G95MCDT,5,"
Excellent phone, upgraded from iPhone se 1st generation. I mainly bought this phone for camera and well I’m pleased with this. Excellent camera, and picture quality, good battery.
"
114,B09G95MCDT,1,"
Was not happy no phone and no accessoriesit was a  birthday present for my son 21 now and no money come in my bank yet
"
115,B09G95MCDT,5,"
Fast delivery , quicker than what the apple store would have delivered , secure delivery excellent product.
"
116,B09G95MCDT,5,"
A+++
"
117,B09G95MCDT,5,"
Good value for money .very satisfied from my purchase .
"
118,B09G95MCDT,5,"
Lovely pink colour
"
119,B09G95MCDT,5,"
Surprise gift for my wife. She really like the pink colour. I phone 13 is just amazing with awesome picture quality along with great looks. 👍
"
120,B09G95MCDT,5,"
Better than my iPhone X that would die after 29 mins lol
"
121,B09G95MCDT,5,"
Fast response even though it has a 60Hz screen. Good picture and sound quality. Upgraded from a 11 pro max and can see the difference. I prefer the size and weight of this compared the pro max.
"
122,B09G95MCDT,5,"
Beautiful phone work very well, it is a present for my husband.
"
123,B09G95MCDT,5,"
Great product
"
124,B09G95MCDT,5,"
Excellent piece of kit, great colour, excellent photos. My first Apple phone. I can now understand why people have over them.
"
125,B09G95MCDT,5,"
The phone arrived in greece really quick!Also I'm a first time iphone user and I must say I'm amazed by it!!
"
126,B09G95MCDT,5,"
It’s an iPhone
"
127,B09G95MCDT,5,"
I like the battery life and processor speed and all round easy use
"
128,B09G95MCDT,5,"
I love this phone! Its perfect!
"
129,B09G95MCDT,5,"
Love the phone the battery is good but 5g will eat up the battery pretty quickly!
"
130,B09G95MCDT,2,"
Phone great, delivery good but Amazon trade in was rejected so use apple direct as more flexible as bought Daughters new iPhone through them and the trade in phone was the same quality.
"
131,B09G95MCDT,1,"
I sent the item back the day after I received it as it was a lot smaller than expected.I packaged it and sent it back 1st class, Amazon have received the item but are requesting 14 working days to issue a refund. 14 working days for a refund is ridiculous. I would recommend never buying a high valued item from Amazon.
"
132,B09G95MCDT,5,"
The pink colour is just AWESOME!
"
133,B09G95MCDT,5,"
Great picture quality and the colour is amazing
"
134,B09G95MCDT,5,"
Look nice, really quick, charges fast
"
135,B09G95MCDT,1,"
what an awful phone, since switching from an old Samsung A40 to an I phone 13 , I have had no end of problems, it rings out when it wants to , the other person might hear me but I hear nothing, it blocks websites even official uk org website so unable to access important services, it is not as accessible to switch from text , phone or email, I hate it , what a waste of money, will never get another, the list is so long it’s too much to list , give me a Samsung anyway , hassle , hassle, hassle.
"
136,B09G95MCDT,5,"
This has been the best iPhone so far . The design and size fits the hand perfectly.
"
137,B09G95MCDT,5,"
Personal
"
138,B09G95MCDT,5,"
Purchased this about a month ago . I've used android and Apple products before. Simple to set up, runs smoothly. Beautiful vibrant and bright display . I disabled Auto brightness and the display now goes up to 800 nits brightness in manual mode, much brighter than my previous pixel 6 phone ( I found the pixel 6 display a bit dim and lacking brightness, although a good phone) the iphone 13 also goes up to 1200 nits brightness during certain conditions. The camera is good, on a par with my previous pixel 6, video is even better ! It's quite user friendly, albeit not as easy to use as android, I guess it's just different, but easy to adapt to. It's a tad expensive, but I can feel a difference in quality, as in it feels and functions like a high quality device. It also seems fast and responsive! The 60hz display feels smooth, considering other devices have 120hz displays. Face unlock Is fast and has never failed. I would recommend this product!
"
139,B09G95MCDT,5,"
Enjoyed unboxing the phone and couldnt wait too see what the hype was all about. No scratches on the phone and came in perfect condition will definitely be buying one for my son in the near future thank you.
"
140,B09G95MCDT,1,"
Had to send it back and get another one and the new one is just as terrible! So many faults, this is such a waste of money. The torch turns on whenever it pleases, the screen freezes and apps close in the middle of use. Time to move to android.
"
141,B09G95MCDT,5,"
Bought on the apple website during Black Friday sales.Battery life is brilliant - after 2 days of light use it was around 30%. Charges quite quickly. The screen is nice, and camera is great! This is my first time using an iPhone so still getting used to it, but it’s good so far.The Face ID is a bit weird to me, the phone lights up when you look at it but doesn’t always if you’ve not used it for a little while. I think I would probably still prefer finger print ID, but my friend swears by Face ID so I’m trying to get used to it.
"
142,B09G95MCDT,1,"
Had to change plans and returned phone by post to Dunfermline
"
143,B09G95MCDT,1,"
Had phone 1 week and screen broke out of no where
"
144,B09G95MCDT,1,"
Waste of space, would not connect via usb or cable to my two Imacs and I was unable to reset. A waste of money and time.Very frustrating and Amazon wanted me to contact Apple, not them, which I would not do, I wanted a phone that will work out of the box for this money.
"
145,B09G95MCDT,1,"
Phone looks nice but is so often getting hot and loses signal which means that I have to turn the phone on and off to get signal back
"
146,B09G95MCDT,1,"
The design reminds of I phone 4. The resolution is improved comparing to my iPhone 11 but feels more bulky in my palm than I phone 11. It arrived without a charger- ?!!!! Nearly 800 pounds for a new phone to buy additionally a charger - I don’t get it. And here comes the nightmare - the battery last a day if not less moderate use - absolutely disgraceful. I will definitely not recommend this product
"
147,B09G95MCDT,1,"
Amazon only offered a repair not a replacement. I have lost confidence in this mobile so I hope they don’t send the mobile back has I would like a brand new phone. Lost trust in that old phone only had this since end of November. Not used till 11 December problems with it since out of the box.
"
